komentar,sentimen
Proses upgrade lama sekali... Kurangi dulu bintangnya...,negatif
"PT gojek Indonesia parah, gua kecewa dia tidak proporsional ,setiap gwa pesen gofood banyak pesenan yg tidak tersedia, dan satu lagi keluarga gwa menjadi mitra gojek malah makin melarat karna sistem gojek yang parah, semoga gojek indosia cepet bangkrut, hidup GRAB Katakan tidak buat gojek ??????????",negatif
Puas kau gojek pelan2 mulai tumbang di kota2 kecil sudah mulai non aktif.. makanya jadi pemimpin jangan serakah memikirkan kantong sendiri tetapi memikirkan mitranya juga karena mereka yang sudah membesarkan nama gojek... Sekarang kena imbasnya toh?? Gimana si Kevin masih mempertahankan yang lama wa...Ulasan LengkapPuas kau gojek pelan2 mulai tumbang di kota2 kecil sudah mulai non aktif.. makanya jadi pemimpin jangan serakah memikirkan kantong sendiri tetapi memikirkan mitranya juga karena mereka yang sudah membesarkan nama gojek... Sekarang kena imbasnya toh?? Gimana si Kevin masih mempertahankan yang lama waktu akan tumbang??,negatif
"Punya call centre, costumer service gojek, gopay semua ada kontaknya. Tapi satupun nomor gk bisa dihubungi. Mana intro sebelum telvonyya tersambung banyak banget. Durasi intronya 1 menit. Pulsa udah keburu habis. Nah pas tersambung telvonny langsung terputus. Aneh. Tolonglah gojek ini aplikasi saya ...Ulasan LengkapPunya call centre, costumer service gojek, gopay semua ada kontaknya. Tapi satupun nomor gk bisa dihubungi. Mana intro sebelum telvonyya tersambung banyak banget. Durasi intronya 1 menit. Pulsa udah keburu habis. Nah pas tersambung telvonny langsung terputus. Aneh. Tolonglah gojek ini aplikasi saya gopaynya masih banyak saldonya tapi kenapa gk bisa digunakan aplikasinya. Ada apa? Heran saya",negatif
Punya otak gk ? Cari makanan terdekat yg udh langanan susah amat.... Sering bener error lokasi,negatif
"Punya saya tidak lolos evaluasi padahal mata pencarian saya kerja ke gojek, bukan di buat sampingan. Saya beli akun baru 2 bulan modal belum balik Gojek sistem rusak sekarang . Ayo yang kompak kasih penilaian jelek di play store biar di hapus TAK KTOMANIH ??",negatif
"Respon dari update ke go pay plusnya lama gaada respon sama sekali Masak iya 1 hari hampir 2 hari belom di respon"" update saya",negatif
Ribet banget. Gopay kena blok. Disuruh update account tapi pas Poto KTP gak bisa ditampilkan dilayar alias hitam. Uninstal aja.,negatif
"Ribet,lama,ngabisin kuota njirrrr,upgrade ribet susah beda dengan yang lain parah parah ni aplikasi, jangan di download gak rekomen,",negatif
"Rute maps nya terkadang membuat kesal, seharusnya dapat melalui rute A ke C, ini malah dari A - B - A - C. Perbaiki lah.. yang lain ok",negatif
"rute yang harusnya deket malah diputerbalik jadi jauh,alhasil ongkos tambah mahal,mohon perbaiki",negatif
"Saldo dari gojek saya mau saya pindah ke rekening bank, tapi syart nya harus upgrade ke plus, nah tapi saya sudah gagal berkali kali saat upgrade nya, gimana ini tolong perbaiki lagi aplikasinya, dan tolong ditambah lagi untuk upgrade bisa menggunakan sim jangan ktp saja",negatif
Saldo emas saya di go investasi hilang habis ganti nomer baru terus jual emas di go investasi malah masuknya ke nomer yg lama nomer yg lama udh ngga aktif terus di gopay ngga muncul hasil dari penjualan saya udh kabarin ke email gojek malah ngga dapat solusi skrng investasi emas saya di gojek sudah ...Ulasan LengkapSaldo emas saya di go investasi hilang habis ganti nomer baru terus jual emas di go investasi malah masuknya ke nomer yg lama nomer yg lama udh ngga aktif terus di gopay ngga muncul hasil dari penjualan saya udh kabarin ke email gojek malah ngga dapat solusi skrng investasi emas saya di gojek sudah hilang???????? semua kecewa aku sama gojek,negatif
Saldo gopay diblokir . trus disuruh hubungi call center. apa tlp CC itu gratis.. ikhlasin aja dah 3rb perak..,negatif
Saldo gopay ga masuk2. Padahal nomor dan e-mail nya sama.udh kirim lewat e-mail gojek blm ada perkembangan.padahal transaksi nya ada dan saldo ga masuk.tolong diperbaikin secepat nya.jgn bikin pelanggan kecewa pak,negatif
"Saldo gopay saya di blokir, padahal cuman lama ga kebuka aja aplikasinya, pas upgrd aplikasi gopay, malah saldo terblokir, tolong saldo gopay saya aktifkan lagi",negatif
"Saldo gopay tiba•À? diblokir disitu tertera melakukan transaksi tidak wajar,,padahal kagak pernah melakukan transaksi yang tidak wajar,,gak ada otak nih aplikasi saldo jadi kagak bisa kepake padahal saldo masih banyak..gojek emang KONTOL!!!",negatif
"Saldo Gopayku Masi ada eh gak bisa dipakai, diblokir dengan alasan yg mengada-ngada. Goodbye lah... Rugi aku",negatif
saldo prakerja saya ga bisa di tarik.. padahal sudah di upgrade... kecewaaaaaaaaaa sekali!!!!,negatif
"sangat disayangkan pt.gojek se mena"" sama driver nya, yang menyebapkan driver mogok ngebid, dan merugikan waktu tunggu saya sebagai CM yang order gofood. saya mendengar keluh kesah para driver gojek yang diperlakukan layaknya sapi perah. yang mau download niih aplikasi mending gausah. Beralih aja di...Ulasan Lengkapsangat disayangkan pt.gojek se mena"" sama driver nya, yang menyebapkan driver mogok ngebid, dan merugikan waktu tunggu saya sebagai CM yang order gofood. saya mendengar keluh kesah para driver gojek yang diperlakukan layaknya sapi perah. yang mau download niih aplikasi mending gausah. Beralih aja digrab. order gak oerlu nunggu sampai berjam jam. INI APLIKASI PT TRASFOTASI YANG AMAT TAMAK #autouninstalgojek",negatif
"SANGAT KECEWA Aku kasih bintang 1 yang tadinya aku kasih bintang 5 karena kecewa upgrade gopay plus gak pernah berhasil,udah ikutin semua cara sampai CS suruh kirim lewat email.sudah dilakukan tapi tetap tidak bisa.Saat CS ditanya alasannya knpa tidak bisa mereka tak punya jawabannya,sudah puluhan k...Ulasan LengkapSANGAT KECEWA Aku kasih bintang 1 yang tadinya aku kasih bintang 5 karena kecewa upgrade gopay plus gak pernah berhasil,udah ikutin semua cara sampai CS suruh kirim lewat email.sudah dilakukan tapi tetap tidak bisa.Saat CS ditanya alasannya knpa tidak bisa mereka tak punya jawabannya,sudah puluhan kali coba dan gagal.Ini sangat menjengkelkan,sedangkan platform sebelah ketika aku mengalami kendala yg sama mereka langsung memberi solusi dan jawaban sehingga bisa upgrade.GOPAY SANGAT MENGECEWAKAN.",negatif
Sangat kecewa dengan aplikasi gobills... Saya isi token PLN dari tanggal 01 Juli 2020 sampae tgl 02 Juli 2020 belom masuk juga... Dan sementara saldo gopay nya sudah terpotong,negatif
"Sangat kecewa dengan pelayanan customer service gojek, benar-benar tidak dapat membatu saya, sudah menelpon serta email tetap tidak dapat mengatasi masalah yang saya alami padahal saya customer setia gojek",negatif
"Sangat kecewa pada fitur tarik tunai tanpa kartu ATM via BCA. Saya melakukan proses tarik tunai, tapi tidak mendapatkan kode transaksi yang membuat saya tidak dapat melakukan tarik tunai. Statusnya lagi di proses mulu dan saldo udah dipotong. Saya coba telfon CS disuruh tunggu sejam. Sampe pagi beso...Ulasan LengkapSangat kecewa pada fitur tarik tunai tanpa kartu ATM via BCA. Saya melakukan proses tarik tunai, tapi tidak mendapatkan kode transaksi yang membuat saya tidak dapat melakukan tarik tunai. Statusnya lagi di proses mulu dan saldo udah dipotong. Saya coba telfon CS disuruh tunggu sejam. Sampe pagi besoknya saya tunggu tetap tidak ada perkembangan. Saya telfon CS lagi, tetap disuruh tunggu sejam. Saya bilang kalau saya mau sekarang, eh malah saya dibentak. Katanya saya harus ikut prosedur. KECEWA",negatif
"Sangat KECEWA SEKALI,akun gojek saya gak bisa dipakai buat order apapun..tulisannya MAAF SERVER KAMI SEDANG PADAT TERUSS..MAU SAMPE KAPAN?SAMPE KIAMAT!!!! LOKASI TIDAK BISA DIAKSES PARAH PARAH",negatif
Sangat kecewa sekali. dulu saldo saya 0 saya coba untuk TopUp di indofun game.ternyata ada tagihan itupun Top Up saya gak masuk. kena denda keterlambatan juga..padahal gak masuk di Top Up indonfun.. udah aku bayar tagihannya..tetep aku sangat kecewa.ganti layanan sebelah saja.,negatif
"Sangat kecewa sma aplikasi ini baru makai akun tiba2 diblokir dompet terkunci,padahal masih ada saldo,di telpon cs juga ga merespon,padahal tuh akun ga pernag diapa2in,gnti no hp juga ga pernah,login-longout,apa lagi bikin orderan fiktif,masa setiap ada saldo kita disuruh validasi ulang,kalo ga domp...Ulasan LengkapSangat kecewa sma aplikasi ini baru makai akun tiba2 diblokir dompet terkunci,padahal masih ada saldo,di telpon cs juga ga merespon,padahal tuh akun ga pernag diapa2in,gnti no hp juga ga pernah,login-longout,apa lagi bikin orderan fiktif,masa setiap ada saldo kita disuruh validasi ulang,kalo ga dompet terkunci,sangat buruk kapok mkai gopay..",negatif
"Sangat kecewa,bukan cuma sekali tapi berkali kali saya tf uang proses nya lama status lagi di proses,klo cuma sekali oke lah,ini berkali kali jek,perbaiki sisitem woy saldo udah kepotong uang belum masuk,saya tf nominal nya gak kecil bos rata rata diatas 500 rb,buakan nya membantu malah nyusahain",negatif
Sangat lama masuk uang insentif harus ditingkatkan lagi kinerjanya ingat ini uang amanah buat rakyat ga usah dibikin ribet,negatif
Sangat mengecewakan banget masa akun gopay saya diblokir karna ada transaksi yng tidak wajar.. Padahal saya belum melakukan bertransaksi.. Pokonya kecewa banget sama aplikasi ini,negatif
Sangat mengecewakan!!! Sudah sering terjadi dan bukan skali dua kali driver seenaknya menyelesaikan pembelian gofood!!! Entah apa maksudnya mengambil gopay dan makanan yang bukan haknya!!!,negatif
"Sangat mengewakan, dengan adanya update super partner, customer tidak dapat membatalkan pesanan jika makanan yang dipesan tidak ada dan driver juga tidak dapat membatalkan pesanan dan customer service tidak dapat dijangkau sehingga mempersulit kedua belah pihak, adanya update ini sangat mengecewakan...Ulasan LengkapSangat mengewakan, dengan adanya update super partner, customer tidak dapat membatalkan pesanan jika makanan yang dipesan tidak ada dan driver juga tidak dapat membatalkan pesanan dan customer service tidak dapat dijangkau sehingga mempersulit kedua belah pihak, adanya update ini sangat mengecewakan.",negatif
Sangat menyebalkan saya tidak bisa memberi rating pada restoran... Makanan yg tidak enak atau asal asalan buat ingin sekali memberi rating setengah bintang... Banyak restoran abal* yg tersedia di gofood... Melihat rating restoran mereka tinggi padahal tidak sesuai yg mereka buat...Tolong bagaiaman s...Ulasan LengkapSangat menyebalkan saya tidak bisa memberi rating pada restoran... Makanan yg tidak enak atau asal asalan buat ingin sekali memberi rating setengah bintang... Banyak restoran abal* yg tersedia di gofood... Melihat rating restoran mereka tinggi padahal tidak sesuai yg mereka buat...Tolong bagaiaman saya harus memberikan rating...,negatif
Sangat menyesal memilih app ini untuk ewallet prakerja dftr tanggal 2 akun baru gojek tanggal 10 dompet gopay di blokir pas waktu pencairan insentif hari itu jg tlp cs susah nya pke bgt hbisin bnyk pulsa email respon kurang tanggap tlp cs lagi ktanya akun tdk bs di pulihkan dompet gopay tdk bs di ak...Ulasan LengkapSangat menyesal memilih app ini untuk ewallet prakerja dftr tanggal 2 akun baru gojek tanggal 10 dompet gopay di blokir pas waktu pencairan insentif hari itu jg tlp cs susah nya pke bgt hbisin bnyk pulsa email respon kurang tanggap tlp cs lagi ktanya akun tdk bs di pulihkan dompet gopay tdk bs di aktifkan kmbali karna ada aktivitas tdk wajar alasan apaan tuh kya gt hilang deh hasil pelatihan saya karna gopay dikunci saya sangatt menyesal memilih gojek,negatif
"Sangat menyesal, saya pakai gopay baik2 aja buat top up game tapi ketika saya transfer ke rekening gak masuk sama sekali itu transfer 150 udh deh kapok:( cuma anak jb",negatif
Sangat parah gojek bukan sprti dlu lagi gojek tidak memikirkan mitra nya. Hey gojek anda kaya & jaya itu berkat kami driver wktu kami.kami habiskan disni. Tapi apa balasan mu kpd kami yg sbagai driver gojek rakyat kecil ini.,negatif
"Sangat puas dan terbantukan untuk ini itu terima kasih Gopay...tetapi sudah lama menggunakan tidak ada kenaikan limit yg berarti ,dan adanya pemblokiran aplikasi driver apabila telat bayar payletter padahal kena denda Rp.2000,-perhari",negatif
"Sangat sangat tidak direkomendasikan untuk di download  semenjak bukan pak Nadiem yg urus gojek, makin ga jelas aplikasi ini. akun saya tiba•À? dibekukan setelah upgrade ke gopay plus. Dikira mau digunain buat prakerja kali ?? sorry to say, but aplikasi ini adalah aplikasi dengan pelayanan paling bur...Ulasan LengkapSangat sangat tidak direkomendasikan untuk di download  semenjak bukan pak Nadiem yg urus gojek, makin ga jelas aplikasi ini. akun saya tiba•À? dibekukan setelah upgrade ke gopay plus. Dikira mau digunain buat prakerja kali  sorry to say, but aplikasi ini adalah aplikasi dengan pelayanan paling buruk. Komplain kemanapun gaada hasil. Mau hapus akun juga gabisa. Jadi bahaya guys data•À? kita, apalagi kalo sampe ada kebocoran data customer. Pihak gojek bener•À? harus bertanggung jawab",negatif
"Saran aja, kalau misalkan customer pesan GoRide/GoCar itu dicarikan rute yg terdekat, bukan malah dicarikan rute yg memutar. Kan gak tau itu orangnya lagi buru-buru apa gak. Kalau lagi buru-buru dilewatkan ke rute yg memutar kan malah bisa terlambat. Sebenernya bisa kan memilih rute tercepat, tingga...Ulasan LengkapSaran aja, kalau misalkan customer pesan GoRide/GoCar itu dicarikan rute yg terdekat, bukan malah dicarikan rute yg memutar. Kan gak tau itu orangnya lagi buru-buru apa gak. Kalau lagi buru-buru dilewatkan ke rute yg memutar kan malah bisa terlambat. Sebenernya bisa kan memilih rute tercepat, tinggal kita bilang ke drivernya mau lewat sini aja yg lebih dekat. Tapi kan fee nya tetap sesuai aplikasi. Lebih konsisten dong. Apa gitu ya strategi mencari untungnya ?",negatif
"saya 2x beli pulsa 5000 di gopulsa, yg masuk ke xl saya hanya 2000. Apa nih mksdnya gopulsa? tolong diperbaiki secepatnya ya..",negatif
"Saya baru download aplikasi setau saya kalau baru download langsung ke latest version aplikasinya, ni setelah selesai download malah minta update, kalau saya telah mendownload aplikasi ni sebelumnya wajar saja ada update, ni baru install aplikasi, baru download selesai langsung minta update",negatif
saya bayar pake gopay dengan scan QR transaksi gagal tetapi saldo saya terpotong udah kirim email udah sampe 3hari belum ada konfirmasi dari pihak gopay!!!.,negatif
"Saya berharap sangat untuk aplikasi costumer gojek ini agar lebih baik lagi, mungkin agar di beri fitur photo vermuk seperti aplikasi driver nya atau apapun itu agar gampang di lacak jika ada indikisi order fiktif atau penipuan.. saya driver yg pernah tertipu, saya harap dgn adanya fitur yg lebih ma...Ulasan LengkapSaya berharap sangat untuk aplikasi costumer gojek ini agar lebih baik lagi, mungkin agar di beri fitur photo vermuk seperti aplikasi driver nya atau apapun itu agar gampang di lacak jika ada indikisi order fiktif atau penipuan.. saya driver yg pernah tertipu, saya harap dgn adanya fitur yg lebih maju lagi nanti agar semua driver aman dan menjalankan order yg pasti. Tolong di perhatikan ini untuk PT GI.terima kasih banyak",negatif
"Saya beri satu bintang karena attitude gojek gofood buruk sekali di sini (Jayapura, Papua) bolak balik pesanan saya di cancel dengan alasan terlalu lama masaknya dsb (bbrp sdh sy laporkan via email mitra gojek), cancel pun melalui telepon sambil marah2.. Hellow, yg butuh kan customer dan gojek, kena...Ulasan LengkapSaya beri satu bintang karena attitude gojek gofood buruk sekali di sini (Jayapura, Papua) bolak balik pesanan saya di cancel dengan alasan terlalu lama masaknya dsb (bbrp sdh sy laporkan via email mitra gojek), cancel pun melalui telepon sambil marah2.. Hellow, yg butuh kan customer dan gojek, kenapa malah sy sbg pemilik usaha dimarahi..? Dan byk gojek sini yg nyambi sekali jln ambil double orderan (grabfood dan gofood) Mohon kiranya Management Gojek menertibkan hal-hal seperti ini..",negatif
Saya coba beli pulsa pakai gopay..Tapi tidak berhasil terus menerus..Ini bukan pertama kali susah beli pulsa pake gopay..Padahal saya sering update gojek..Tolong diperbaiki lagi..,negatif
saya customer gojek merasa ribet dengan sistem yang baru. ya kali mau cancel pesenan harus nelpon dulu kalau pake kuota aja gapapa ini pake pulsa bro. sayang pulsa gua mana cs nya lambat banget ngomongnya sampe pulsa gua habis. akhirnya abang gojek yang batalin pesanan gua. apa gak kasian lu?,negatif
"saya customer gojek sejak 2018,saya mewakilkan akun joki...katanya mereka sekarang dipersulit dg vermuk,padahal mereka juga butuh untuk menafkahi keluarga.jadi untuk masalah vermuk minimal 1 bulan 1x/lebih bagus lagi tidak diadakan vermuk.karena imbasnya akan ke akun joki padahal mereka bekerja lebi...Ulasan Lengkapsaya customer gojek sejak 2018,saya mewakilkan akun joki...katanya mereka sekarang dipersulit dg vermuk,padahal mereka juga butuh untuk menafkahi keluarga.jadi untuk masalah vermuk minimal 1 bulan 1x/lebih bagus lagi tidak diadakan vermuk.karena imbasnya akan ke akun joki padahal mereka bekerja lebih giat & kebanyakan mereka tidak memakai aplikasi tambahan.thanks",negatif
"Saya daftar goplus proses nya sangat lama, padahal dalam keadaan genting",negatif
"Saya dapat notifikasi dari gopey bahwa saldo saya masuk Dari prakerja. Di cek kok malah 0, mohon penjelasannya???",negatif
"Saya dikirimi pesan oleh nomor yang tak dikenal, dengan alasan saya memesan makanan. Padahal saya tidak ada melakukan transaksi apapun di hari itu. Saya bingung ingin melapor darimana, karena fitur yang lumayan membingungkan untuk membuat pelaporan. Terimakasih.",negatif
"Saya driver, setahun lebih laka boncengan ma customer, kaki saya patah, customer yg saya bonceng saya liat luka parah, saya dah call gojek , katanya mo di call balik saya ma customer ,dah setahun ga call, tau gimana nasib customer saya, no hpnya dah ga aktif, hati hati naik gojek. mereka ga care",negatif
"Saya egk ngerti knp akun gopay saya di blokir, katanya terjadi transaksi yg tidak wajar, udh coba telpon servis center ya tapi masi egk ada jawaban, malah habisin pulsa....padahal itu sinkron ke akun driver saya klau top up saya kirim ke gopay...gmn lg cairin uang saya...",negatif
Saya ga bisa gunakan aplikasi ini lagi tiba tiba masuk panggilan dari driver mesan kagak.... Mungkin waktu itu sedang error... Minta tolong diaktifkan lg dong nih akunnya... Percuma didownload dah kena biaya datanya nih min.... Tolong dong,negatif
Saya ga bisa login dengan email keterangan nya login dengan no hp ini gmna,negatif
Saya gak bisa daftar walaupun udh daftar tapi tidak bisa masuk tolong di benarkan ya,negatif
"Saya gak bisa update gopay plus padahal udah bener gimana ini sudah berkali kali dftr gak bisa"" tolong lah saya mau narik uang gak bisa ini.....! Dasar payah.",negatif
Saya gak tau kenapa akun payleter saya di nonaktif kan padahal saya gak pernag terlambat,negatif
Saya gk ngasih bintang karena gojek nya aneh tiba tiba gak bisa di buka harus aktifin lokasi terus padahal gps udh aktif kan aneh tolong dong untuk pihak gojek lebih di perbaiki lgi,negatif
"Saya gojek dan dapet cerita dr driver waktu saya tanya,,, ramai pak? Dia jawab sepi ibu,, sekarang semua nya sulit gojek gak seperti dulu,, driver dr subuh dapet nya bisa di itung,, bunyi setiap 2 jam sekali,, kadang lebih,, bonus juga gak ada,,, apa balasan gojek ke driver nya,, setelah nama gojek ...Ulasan LengkapSaya gojek dan dapet cerita dr driver waktu saya tanya,,, ramai pak? Dia jawab sepi ibu,, sekarang semua nya sulit gojek gak seperti dulu,, driver dr subuh dapet nya bisa di itung,, bunyi setiap 2 jam sekali,, kadang lebih,, bonus juga gak ada,,, apa balasan gojek ke driver nya,, setelah nama gojek gede,,,driver nya justru bukan lebih sejahtera,, tapi sengsara.... Tolong PT. Gojek Indonesia..... Apa balasan anda ke driver yg rajin??????",negatif
"saya harap gojek memutuskan kerja sama dengan aplikasi Help,karna sangat merugikan DRIVER GOJEK dengan harga yang tidak manusiawi ...!!!",negatif
Saya inggin ganti nomor akun gojek lama sekali pelayanannya.. Apa gk bisa masuk veryvikasi lewat email saja kah.. saya butuh karena terdaftar di akun prakerja,negatif
"Saya ingin daftar tapi email saya sudah terdaftar katanya, tapi pas saya pencet masuk suruh ngisi no telepon saya belum terdaftar, gimana solusinya",negatif
"Saya ingin menggunakan gopay+, saya sudah mengupload ktp dan syarat lainnya, tapi sama sekali tidak ada respon setelah berminggu2 lamanya. Padahal saya sering melakukan transaksi menggunakan gopay, tp kenapa saya ingin mengupgrade gopay saya dipersulit seperti ini. ,Kecewa sekali",negatif
"Saya isi saldo gopay tanggal 5 dan sampai sekarang saldo belum masuk juga , padahal transaksi sudah sukses, saya lapor via email tidak ada jawaban saya tunggu 2x24jam juga belum masuk juga saldonya , ini kenapa ??",negatif
"Saya jadi ingin bunuh diri gara-gara voucher saya tidak jadi aktif, dikarenakan driver gaada otak yang ngubah pesenan saya menjadi dibawah harga nominal pembelian untuk mendapat voucher ?????? Kalau saya ketemu driver ini, akan saya bunuh dia!!! Mokh. Ketut Hendra S4327CX Siap-siap mati lu babi!!!",negatif
"Saya kasih bintang 1 karena aplikasi ini eror tidak bisa login dan ada tulisannya ,""maaf aplikasi gojek berhenti...."" intinya gak bisa ke buka lah Mohon diperbaiki Karena aplikasi lain di Hp saya gak ada masalah Makasih",negatif
"saya kasih bintang 5, tapi tolong perbaiki sistemnya bos, jangan yang mudah dibikin sulit. kasihan para driver dan customernya boss. pelayanan dan penghargaan tolong diimbangi dengan sistem yang bermutu!!",negatif
Saya kasih bintang satu gara-gara dompet saya di kunci padahal saya tidak utak atik aplikasi gojek saya. Mohon penjelasan nya kenapa di kunci dompet saya,negatif
"Saya kecewa dengan aplikasi gojek ini. Padahal saya udah lama menggunakan nya. Masa upgrade gopay plus saya di tolak terus dan katanya tidak sesuai, padahal saya udah kirim data yg akurat. Dan datang ke kemang juga untuk menjelaskan kendala saya. Karna saya butuh banget upgrade gopay plus supaya dan...Ulasan LengkapSaya kecewa dengan aplikasi gojek ini. Padahal saya udah lama menggunakan nya. Masa upgrade gopay plus saya di tolak terus dan katanya tidak sesuai, padahal saya udah kirim data yg akurat. Dan datang ke kemang juga untuk menjelaskan kendala saya. Karna saya butuh banget upgrade gopay plus supaya dana insentif saya dari PRAKERJA cair...!!!!sampai sekarang blm juga bisa saya terima. krn blm bisa ke upgrade!!!!!! Sudah 2 bulan belum berhasill....KECEWA!!!!!!!!!",negatif
"Saya kecewa dengan aplikasi gojek, dear cs sya dpet bintang stu krna tukang nasi goreng nya yg budeg di bilang Jangan pedas malah pedas dan untuk cs kalo udah beli 1 tempat Jangan nitip ke drever kasian mereka, tolong hargai kami sebagai driver anda paham jika anda ngasih bintang stu keslahan bakal ...Ulasan LengkapSaya kecewa dengan aplikasi gojek, dear cs sya dpet bintang stu krna tukang nasi goreng nya yg budeg di bilang Jangan pedas malah pedas dan untuk cs kalo udah beli 1 tempat Jangan nitip ke drever kasian mereka, tolong hargai kami sebagai driver anda paham jika anda ngasih bintang stu keslahan bakal fatal bagi drever dia bakal kena pm alias putus mitra mata pencaharian mereka cuman dari gojek, dan Jangan asal komen karna pihak aplikator sekrng ketat klo ada keslahan dari drever hubungi si driver",negatif
"Saya kecewa dengan aplikasi ini, saya batalin pesanan gofood gak bisa, di aplikasi tidak tetera batalkan pesanan, driver nyuruh tlp csnya, csnya blg gk bisa batalin, saling lempar ngelempar, saya kecewa sangat",negatif
Saya kecewa dengan aplikasi ini. Saya Sering menggunakan aplikasi ini untuk transaksi dirumah buat bayar online. Tapi di saat saya mau isi pulsa selalu gagal sudah 2 kali. Saldo terpotong tapi pulsa kagak masuk. Mohon ditingkatkan lagi pelayanan nya. Terimakasih.,negatif
"Saya kecewa dengan gojek karna saya mengirim 600rb ke bank tapi tulisan masih di proses dan kalau mau kembali uang harus sedetail mungkin, dan harus pake buku tabungan orang yang di tuju kalau kita hanya bertemu 1 atau 2 kali malu untuk pinjam buku tabungan. Saya harap bisa di perbaiki lebih lagi !!...Ulasan LengkapSaya kecewa dengan gojek karna saya mengirim 600rb ke bank tapi tulisan masih di proses dan kalau mau kembali uang harus sedetail mungkin, dan harus pake buku tabungan orang yang di tuju kalau kita hanya bertemu 1 atau 2 kali malu untuk pinjam buku tabungan. Saya harap bisa di perbaiki lebih lagi !!!!!!",negatif
Saya kecewa dengan Gojek. Drivernya kasar kalau ngomong. Dan banyak yang plat nomor kendaraan serta Drivernya beda dengan yang di aplikasi. Kalau di tanya langsung kabur.,negatif
Saya kecewa dengan gojek. Dulu murah sekarang hanya 1 km kok 10 ribu. Trus cuma 400 meter 10 ribu juga. Saya kecewa. Kalau tidak di turuni saya pindah apk lain,negatif
Saya kecewa dengan gojek. Untuk fasilitas penyamaran nomer telpon customer dan gojek. Setelah saya order gofood dan saya telpon driver dari aplikasi. Kenapa secara otomatis gojek bisa menyematkan nomer telpon samaran tersebut ke kontak saya tanpa ijin saya? Kemudian nomer yg ada didalam kontak terse...Ulasan LengkapSaya kecewa dengan gojek. Untuk fasilitas penyamaran nomer telpon customer dan gojek. Setelah saya order gofood dan saya telpon driver dari aplikasi. Kenapa secara otomatis gojek bisa menyematkan nomer telpon samaran tersebut ke kontak saya tanpa ijin saya? Kemudian nomer yg ada didalam kontak tersebut urut sampe kebawah berpuluh puluh sampai bawah sendiri ada nomer nomer luar negeri Saya terganggu dengan hal tersebut,negatif
"Saya kecewa dengan playlater,krna stlh pembelian untuk membeli data,data tidak tidak masuk & setelah tagihan dibayarkan data saya tetap tidak masuk yg akhirnya uang saya melayang begitu saja karna dengan komplen pun tidak ada respon smpe skrng.. Sing bisa mawana",negatif
Saya kecewa karna hanya salah by klik di bisa batalkan dan ubah orderan. Ditelpon tidak ada jwban dari cs,negatif
"Saya kecewa karna saya gak bisa meng ubgrade gopay plus nya, pdhal syarat dan ketentuan nya udah saya ikutin dan saya udh berulang"" kali mncobanya tapi tetap gak bisa juga di ubgrad. Tolong dong di perbaiki lagi. Knpa kok gak bisa di ubgrade gopay pkus nya, knpa??????????",negatif
"Saya kecewa Krn isi pulsa Indosat Rp 30.000, dgn paylater saldo berkurang, tapi pulsa TDK masuk. Saya Tel call center ring 1X langsung putus, Tlg bantuan nya, thanks",negatif
"Saya kecewa sama aplikasi GO-JEK, saya baru isi saldo GO-PAY tiba2 saldo saya berkurang dengan sendiri nya.. Tanpa ada riwayat apapun masuk ke mail saya, saya kecewa... Jika begini terus semua orang akan beralih ke aplikasi lain... Saya kecewa",negatif
"Saya kecewa sekali padahal saya sudah lama menggunakan apl ini. Saya isi gopay menggunakan apl mbanking tapi saldo saya tidak masuk, padahal saya sdg sangat membutuhkannya tolong development cepat diperbaiki masalah ini",negatif
"Saya Kecewa, Saya sudah melakukan pembayaran tagihan Paylatter, Saldo gopay sudah terpotong, namun tagihan masih saja muncul dan blm dinyatakan lunas. Sudah email, balasannya dari Findaya alasannya jaringan/koneksi internet saya bermasalah, jika bermasalah, tidak mungkin saldo gopay saya terpotong g...Ulasan LengkapSaya Kecewa, Saya sudah melakukan pembayaran tagihan Paylatter, Saldo gopay sudah terpotong, namun tagihan masih saja muncul dan blm dinyatakan lunas. Sudah email, balasannya dari Findaya alasannya jaringan/koneksi internet saya bermasalah, jika bermasalah, tidak mungkin saldo gopay saya terpotong gitu aza. Saya sangat kecewa!!!Mohon dikroscek lagi dengan baik dan teliti.",negatif
"Saya kecewa. Saya pernah buat akun di tahun 2017 lalu, dan saya coba masuk lagi sekarang... tapi tidak bisa karena saya tidak lagi memakai nomer yang saya pakai di waktu itu, dan sayapun sudah lupa dengan nomor tersebut... Kenapa gak bisa langsung pakai email aja sih? Nyusahin aja. Bintang satu aja ...Ulasan LengkapSaya kecewa. Saya pernah buat akun di tahun 2017 lalu, dan saya coba masuk lagi sekarang... tapi tidak bisa karena saya tidak lagi memakai nomer yang saya pakai di waktu itu, dan sayapun sudah lupa dengan nomor tersebut... Kenapa gak bisa langsung pakai email aja sih? Nyusahin aja. Bintang satu aja deh...",negatif
Saya kecewa.akun saya di bobol.saya sudah lapor ke pihak gojek.tpi percuma Tidak banyak membantu. Ttep saja saya hrus ganti rugi jg denda. Pdahal saya tidak pernah pakek paylater. Ya sudah lah.buat pljaran saja.,negatif
