komentar,tfidf_positif,tfidf_negatif,sentimen
"First time ngasih penilaian pada aplikasi. Karena memang aplikasi ini begitu buruknya. Terima kasih gojek, berkat kamu saya pindah ke grab. Semoga semakin banyak pengguna gojek yg pindah ke grab. Karena di gojek, saldo gopay saya sering hilang sendiri, gak banyak si, kadang 5k, 10k. Tapi tiap ada sa...Ulasan LengkapFirst time ngasih penilaian pada aplikasi. Karena memang aplikasi ini begitu buruknya. Terima kasih gojek, berkat kamu saya pindah ke grab. Semoga semakin banyak pengguna gojek yg pindah ke grab. Karena di gojek, saldo gopay saya sering hilang sendiri, gak banyak si, kadang 5k, 10k. Tapi tiap ada saldo sisa pasti hilang. Dan ini mau upgrade jg adaaa ajaaa alasan.nya. sampe udah foto hampir 50x. Tetep gak bisa. Katanya ktp gak bisa digunakan, foto gak pake kamera sendiri. Lah maksud.mu?",8893.2445137303,8558.7837216167,negatif
"Tolong di respon secepatnya! Beli paket data di bimatri pake gopay, paket datanya belum masuk tapi gopay sudah terpotong. Sudah coba email kedua pihak tapi belum ada respon. Gimana nih?",196.8723031075,443.7106379984,negatif
Sangat bagus aplikasinya. Saya suka. Apalagi banyak vocer diskon nya. Sangat membantu. Semoga sukses selalu,81.2949800712,49.9944398346,positif
"Saya sering pesen goride, pake voucher, di cancel terus sampe 4 kali, terus pas enggak pke voucher, baru ada yg ambil, dn driver yg ambil itu yg tadi cancel orderan saya pas saya pake voucher. Sebener nya tuh kalo pke voucher ada dampak negativ apa sih ke driver nya?",1230.0483034141,1217.4357965351,positif
"Saya sering menggunakan gojek, karena saat ada kebutuhan transportasi mendadak, gojek selalu ada untuk membantu saya, terimakasih:)",49.9271344558,72.0733385475,positif
"Rata rata driver gojek ramah , dan saya selalu memberi bintang sesuai apa yang mereka berikan KPD saya. Terimakasih gojek sudah memberikan peluang kerja juga buat calon suamiku yg sedang berusaha menghalauku , hehe #2021 aamiin",753.4793528696,601.9586160133,positif
I love produk indonesia...Tapi kalo bisa di perbaiki data base pencarian tempat/data base lokasi dan GPS msh kurang,164.4897513795,273.5402186198,positif
"Tolong dong ada penilaian buat resto nya biar bisa pake gambar atau foto,. Kesel berkali kali gk ada lauknya atau adts yg lupa",252.2133267568,295.224675811,positif
Mantap Tp akan lebih mantap lagi kalau ada go market.....jadi kita ibuk2 yg jauh dari pasar atau supermarket bisa belanja lewat GOJEK.....sukses selalu.,330.2491168927,333.0322717779,positif
"Memudahkan dalam segala hal, kebutuhan rumah tangga, transfortasi dll semua ada di gojek, mantap dan luar biasa",258.0641279793,191.7365963236,positif
"Aplikasi nya sudah bagus sekali, setiap pesan goride langsung dapat driver dan cepat datang ke rumah. Tolong saja banyakin promo-promo menarik lainnya.",285.1507065591,288.9774153994,positif
"mantap aplikasi ini sangat membantu saya dalam melakukan transaksi. tapi ada kekurangan sedikit mengenai top up saldo khusus customer. saran saya jangan ditentukanlah nominal top upnya, berilah kebebasan buat customer mau top up berapa saja",1173.6860914886,1515.3177830769,positif
"Maaf sebelumnya jika saya memberikan komentar ini dikarena saya merasa kenapa aplikasi ini tidak bisa membatalkan pesanan gojek/gocar secara langsung. Krn harus menconteng berbagai macam alasan & apapun yg saya pilih selalu saya mendapatkan kemarahan dari gocar atau gojek bersangkutan. Sampai kata k...Ulasan LengkapMaaf sebelumnya jika saya memberikan komentar ini dikarena saya merasa kenapa aplikasi ini tidak bisa membatalkan pesanan gojek/gocar secara langsung. Krn harus menconteng berbagai macam alasan & apapun yg saya pilih selalu saya mendapatkan kemarahan dari gocar atau gojek bersangkutan. Sampai kata kata kasar yg saya terima. Apakah salah jika saya membatalkan pesan dkarenakan saya mendadak sakit,mendadak membatalkan rute perjalanan,atau keadaan seperti ketidak tauan mereka membuat saya menunggu.",8651.6395343412,10883.8981953479,positif
"Aplikasinya sangat jelas, mudah penggunaannya dan praktis. Ayo teman2 semua segera download aplikasi gojek karena banyak keuntunganya bagi para penggunanya.",199.5327685955,279.2944370851,positif
"Sangat membantu, terutama buat anak kosan yg laper tengah malem trus mager kuar. Thankyou so much. Dan waktu otw krja waktu udah mepet gada kendaraan umum yaa pake go ride. Kebetulan lagi banyak promo juga",929.5142265502,1032.0419821855,positif
Terimakasih atas admin aplikasi gojek . Dengan ini saya tidak terlambat lagi kesekolah .👍 Kalo mau nyari ojek pangkalan mah .lambat banget . Pas gak ada .malah gak bisa pergi sekolah .,609.6433982928,657.0897815411,positif
"Untuk memenuhi kebutuhan,transportasi,pengiriman doc/barang,makanan tinggal klik semua terpenuhi tanpa acara ribet dan lelet",108.4159261779,199.9730311299,positif
"Kenapa Gopay PayLater saya tidak dapat, padahal saya driver juga.. Temen2 driver lain yg baru jadi driver sudah bisa gunakan PayLater.. ???",163.5327652263,155.8086731905,positif
"Sangat menguntungkan bagi masyarakat, dan dapat mengurangi macet dimana saya biasanya naik kendraan sendiri kalau sekarang suka naik kendraan umum",230.713140395,479.0095218239,positif
"Mantap mamang,,, apk ini sangat memudahkan segala urusan saya, seperti kelaparan, kehabisan pulsa, kuota, vocer game, dan lainnya, transportasi sih udah pasti. Yang paling penting bantuan nya cepat sekali, Akun saya hampir hilang beberapa jam yg lalu, tapi atas bantuan CS sekarang akun nya sudah ama...Ulasan LengkapMantap mamang,,, apk ini sangat memudahkan segala urusan saya, seperti kelaparan, kehabisan pulsa, kuota, vocer game, dan lainnya, transportasi sih udah pasti. Yang paling penting bantuan nya cepat sekali, Akun saya hampir hilang beberapa jam yg lalu, tapi atas bantuan CS sekarang akun nya sudah aman lagi di tangan saya. Thanks GO-JEK.",8795.901645772,8455.8390415784,positif
"Sangat Bagus, Memuaskan, Saya Sangat Berlangganan Di GO-PAY, Khususnya Top Up Game, Tapi Saya Memohon Untuk Menambahkan 1 Game Lagi Di Via Top Up GO-PAY, Game Dragon Nest M, Di Tunggu Update Nya Min, Pelase, Ini Saya Tunggu ☺",0,354.8120713914,positif
Aplikasi ini sangat membantu saya dan banyak promonya drivernya jga ramah tapi ada yg sambil ngerokok jadi gk enakkan klo minta dimatiin tolong diperhatikan.,264.1128740719,450.8146119316,positif
"Aplikasinya banyak promo, murah saldo go paynya dan gampang isi saldonya juga.. Saya sangat senang perusahaan rancangan generasi bangsa ini memberikan dampak positif kepada seluruh rakyat Indonesia salah satunya yaitu menginspirasi anak muda untuk berkarya untuk kemajuan bangsa Indonesia menjadi leb...Ulasan LengkapAplikasinya banyak promo, murah saldo go paynya dan gampang isi saldonya juga.. Saya sangat senang perusahaan rancangan generasi bangsa ini memberikan dampak positif kepada seluruh rakyat Indonesia salah satunya yaitu menginspirasi anak muda untuk berkarya untuk kemajuan bangsa Indonesia menjadi lebih baik.. Semoga Gojek akan menjadi Perusahaan Raksasa skala Indonesia dan Internasional.. Aamiin",6922.2209884593,7602.3952697799,positif
Sangat membantu buat customer... Buat para pengguna gojek yang akunnya dibekukan itu karna kesalahan anda sendiri... Karna para driverpun bisa memberi reting penilayan kepada custemer.. Jika anda judes. Pelit. Rese. Suka mampir2 tp ga ngasih tip.suka ngatur jalan. Dan sebagainya..driver pun bisa nga...Ulasan LengkapSangat membantu buat customer... Buat para pengguna gojek yang akunnya dibekukan itu karna kesalahan anda sendiri... Karna para driverpun bisa memberi reting penilayan kepada custemer.. Jika anda judes. Pelit. Rese. Suka mampir2 tp ga ngasih tip.suka ngatur jalan. Dan sebagainya..driver pun bisa ngasih anda bintang 1.. Dan anda pun bisa d bekukan akunnya... Mangkanya jangan asal kasih reting... Kita smua sma2 membutuhkan.. Jgn mau menang sendiri atau merasa paling benar..😊,9153.3966230878,11369.6951267626,positif
"Asyiikk byr pakai gopay, praktis, dan bnyak vouchernya, aplg voucher blj d alfamart, dpt hrga diskon pula, krn ad gopay hajatan. Dgn gopay bs pesen go food favorit q. Duh senengane.Trmksh gopay. Love you.",579.1592437822,432.8131063996,positif
"Sudah oke. Tinggal pengembangan. Untuk promo jangan tanggung, kasih yang terbaik apalagi promo go food dan go ride. Selamat bertugas.",384.6914589815,167.5380023516,positif
"Mohon diberi sanksi untuk driver yang milih2 jarak dan penumpang Kalau memang ga mau narik cancel aja, jadi kita tidak menunggu terlalu lama, jangan nunggu penumpang yang cancel",578.8769209408,550.9396745732,positif
"Pengalaman saya pakai app gojek sangat membantu sekali , semoga gojek akan segera ada di Kota Manis Pangkalan Bun, Kalimantan Tengah agar masyarakat di sini bisa menggunakan layanan transportasi dan delivery yang aman dan terjangkau 🥰🥰🥰🥰🥰🥰🥰 Ditunggu kedatangannya gojek 😁😁😁",772.7202773392,1068.1488492026,positif
"Makin siippp lah daripada apl sebelah. Apl sebelah makin update makin gede makin bikin lemot.. Driver2 nya juga lebih ramah2 sini dari pada sebelah, pdhl harga jauh lebih murah sini daripada sana, tp sebelah driver2 nya kurang ajar semua. NB: harga nya terlalu murah kasian drivernya, kalo bisa di na...Ulasan LengkapMakin siippp lah daripada apl sebelah. Apl sebelah makin update makin gede makin bikin lemot.. Driver2 nya juga lebih ramah2 sini dari pada sebelah, pdhl harga jauh lebih murah sini daripada sana, tp sebelah driver2 nya kurang ajar semua. NB: harga nya terlalu murah kasian drivernya, kalo bisa di naikan dikit lah no problem kok kami penumpang.. Thanx...",10017.212740223,14765.3730618328,positif
"Bersama Gojek, hidup menjadi lebih mudah, indah, barokah, bisa bersedekah, menelan ludah, dapat hadiah, dan memberi nafkah. Mudah, karena semua yang dibutuhkan tersedia. Indah, karena bisa hemat waktu, tenaga, dan biaya. Barokah, karena ada misi sosial buat yang membutuhkan. Bisa bersedekah, karena ...Ulasan LengkapBersama Gojek, hidup menjadi lebih mudah, indah, barokah, bisa bersedekah, menelan ludah, dapat hadiah, dan memberi nafkah. Mudah, karena semua yang dibutuhkan tersedia. Indah, karena bisa hemat waktu, tenaga, dan biaya. Barokah, karena ada misi sosial buat yang membutuhkan. Bisa bersedekah, karena ada bisa berniat memberi tip, dan bantuan lainnya. Menelan ludah, karena melihat menu lezat. Memberi nafkah, karena banyak para pencari nafkah terbantu. Keren!!!",6015.1760434772,9897.1898044241,positif
"Kisah hari ini,,, kisah pilu aq di tgl tua, mendadak ga ada kendaraan dirumah, mau pergi ada urusan bingung, Alhamdulillah dgn ada nya gojek memudahkan sy untuk pergi kemana az dgn keadaan kantong yg ngepas²an, walau dpt promo ttp az ga tega ngasih jasa trip nya ke driver, sy tambahin sedikit, tp se...Ulasan LengkapKisah hari ini,,, kisah pilu aq di tgl tua, mendadak ga ada kendaraan dirumah, mau pergi ada urusan bingung, Alhamdulillah dgn ada nya gojek memudahkan sy untuk pergi kemana az dgn keadaan kantong yg ngepas²an, walau dpt promo ttp az ga tega ngasih jasa trip nya ke driver, sy tambahin sedikit, tp setidaknya ini sudah sangat membantu sy yg ditanggung bulan begini. Sukses Go-Jek... Dan semoga para drivernya Jujur & amanah.",9089.711353667,10653.9404663602,positif
"Terima kasih gojek sejak ada PAYLATER pas malem malem jam 12 lagi laper, pesan gofood eeh...saldo gopay tiris, malah lupa ambil uang di atm, tertolong dengan PAYLATER deh seneng😊🥰 thanks gojek",483.3154668805,640.7626095845,positif
Untuk pihak gojek tolong lebih bisa menyaring lg untuk penggunaan nomer yg didaftarkan ke aplikasi penumpang. untuk nomer luar negri sebaiknya tidak usah di acc karena sangat merugikan driver dan aplikator .. thanks semoga ulasan ini sampai,649.7900965943,894.1052315857,positif
"Karena mereka Saya jadi bisa ketempat-tempat tujuan dengan mudah dan cepat, pokoknya pelayanan nya bagus dech👍, keren dan tingkatkan lagi",294.4312483465,225.0950857465,positif
"Tolong dong kok aplikasi gojek saya kagak bisa digunain,, udah diperbaruin tapi mesen gofood kok ngak bisa infonya""""permintaan anda ditolak """" Tolong yah udah 2 hari ngak bisa digunain",426.4547186351,824.4679734854,positif
Tolong untuk gojek ditambahkan foto agar tidak miskomunikasi masalah alamat. Kalo ada foto kan enak saya disini ada fotonya. Terimakasih,232.2706751473,324.736411938,positif
"Saya mau tanya nih, kan saya pesen makanan pertama itu dpet Driver deket gitu dri tujuan. Tpi kok gk selang lama driver nya tiba"" ganti sendiri, trus saya dpat driver baru, eh Driver nya malah ada di Bali padahal lokasi saya ada di Surabaya. Kok aneh, kok bisa gitu ya?. saya jadi resah kalau mau pes...Ulasan LengkapSaya mau tanya nih, kan saya pesen makanan pertama itu dpet Driver deket gitu dri tujuan. Tpi kok gk selang lama driver nya tiba"" ganti sendiri, trus saya dpat driver baru, eh Driver nya malah ada di Bali padahal lokasi saya ada di Surabaya. Kok aneh, kok bisa gitu ya?. saya jadi resah kalau mau pesen lagi. Mohon perbaikan nya",6703.7594508712,9341.3179619026,positif
"Selama ini ckup memuaskan,suka sama promonya yg di berikan khusus (gk pake rebutan) Cuma kadang masih suka kesel sama driver ( go food) yg klu misal gk mau ambil pesenan gk mau info ke customer,di diemiiiinn ajh ... Dh sering dapet yg kyk gtu🙄",1295.8753416804,1414.2221657363,positif
"Min tolong tambahin fitur untuk donasi buat ""GAZA"" agar kita bisa memberikan sedikit dari penghasilan untuk saudara kita disana",212.3156972553,255.5996803722,positif
"Bagi yang ingin menjadi cerdikiawan saya me rekomendasikan aplikasi ini untuk segala keperluan kalian, karena hanya aplikasi ini yang bisa pengertian kalah sama doi yang ngambek mulu kerjaan nya:)",753.8705684612,782.4825333697,positif
"Sangat membantu aktivitas keseharian juga pekerjaan baik di dalam maupun luar kota. Antat jemput anak sekolah, antar jemput istri bekerja, layanan go-food manakala sedang di luar kota. Hanya saja memang ada beberapa kali kejadian yg tak menyenangkan seperti driver yg minta pembatalan dg alasan priba...Ulasan LengkapSangat membantu aktivitas keseharian juga pekerjaan baik di dalam maupun luar kota. Antat jemput anak sekolah, antar jemput istri bekerja, layanan go-food manakala sedang di luar kota. Hanya saja memang ada beberapa kali kejadian yg tak menyenangkan seperti driver yg minta pembatalan dg alasan pribadi. Kami dapat memahami bila memang terkadang jarak tempuh dekat sehingga ada penilaian tidak sesuai dg ongkos yg diterima. Kiranya ke depan managemen bisa memberi sistem bagi hasil yg adil dan bijak.",10263.4006588757,12334.9084365728,positif
Sy tdk mau diberi promo B BIRD sopir pilih2 bs2 sy ganti bs 5x krna dibatalkan oleh sopirnya dan kesulitan utk daerah kami jati kramat .sx nya dpt narik kt nya dpt diskon 5rb dan hrus byr 11 - 14 rb ternyata motg saldo gopay sy 28 rb pdhal sy tdk pernah membatalkan BB tsb .pokoknya sy tdk mau diberi...Ulasan LengkapSy tdk mau diberi promo B BIRD sopir pilih2 bs2 sy ganti bs 5x krna dibatalkan oleh sopirnya dan kesulitan utk daerah kami jati kramat .sx nya dpt narik kt nya dpt diskon 5rb dan hrus byr 11 - 14 rb ternyata motg saldo gopay sy 28 rb pdhal sy tdk pernah membatalkan BB tsb .pokoknya sy tdk mau diberi promo BB ok,15417.5771097161,13837.5192463286,positif
"Tolong ya Pihak Grab gojek. 2020 Tombol Cancel di hapus soalnya kasian kalo Di cancel padahal udh susah² di anterin eh pas sampe tujuan di cancel kan kasian juga .jadi supaya tidak ada yg main² lagi kalo pesan makanan,....tolong respon pihak gojek grab",950.8672793291,831.1858316949,positif
"Aplikasi sangat sangat membantu saya yang kadang malas jalan kaki ,, malaz keluar ,, malaz kena panas ,, malaz kena hujan ,, tinggal klik tinggal tekan semuanya ada di gojek.... Makanan,, minuman,,, pulsanya,,,kuato,, listrik,,game,, sangat sangat keren,,, apalagi skrng ada paylater nya ,, jadi muda...Ulasan LengkapAplikasi sangat sangat membantu saya yang kadang malas jalan kaki ,, malaz keluar ,, malaz kena panas ,, malaz kena hujan ,, tinggal klik tinggal tekan semuanya ada di gojek.... Makanan,, minuman,,, pulsanya,,,kuato,, listrik,,game,, sangat sangat keren,,, apalagi skrng ada paylater nya ,, jadi mudah klu saat tak bawa uang",5745.2928099109,8751.4797759495,positif
"Terimakasih gojek.sukses selalu. Hanya 1 yang masih Mengganjal,pengen nyoba fitur Paylater tapi belum dikasih,semoga aja Kedepanya dikasih.... sukses gjek",156.3398913757,144.5969171807,positif
"Penerapan Penjualan Voucher Discount dirasa Kurang Konsisten, Krn aplikasi ini adalah Aplikasi yg dirasa Berguna & Bermanfaat untuk Kemaslahatan Ummat di Pelosok Tanah Air Tercinta ini, ""Kami Membayar Jasa, Gojek Beramal melalui Voucher Discount"", Terima Kasih Dan Penghargaan Kami kepada CEO GOJEK B...Ulasan LengkapPenerapan Penjualan Voucher Discount dirasa Kurang Konsisten, Krn aplikasi ini adalah Aplikasi yg dirasa Berguna & Bermanfaat untuk Kemaslahatan Ummat di Pelosok Tanah Air Tercinta ini, ""Kami Membayar Jasa, Gojek Beramal melalui Voucher Discount"", Terima Kasih Dan Penghargaan Kami kepada CEO GOJEK Bapak Nadiem Anwar Makarim, B.A., M.B.A., atas ide baiknya dalam Membangun Aplikasi ini, Sukses, Semangat menjalankan Tugas dan Semoga Amanah dalam Membangun Bangsa dibidang Pendidikan 5 tahun kedepan",3342.7016269791,2370.2083176584,positif
"Aplikasi go-jek nya sih bagus yaa, banyak kasih promo. Cuma resto2nya licik yaa, harga dinaikkan biar kesannya kasih diskon besar. Sampe2 harganya macam harga di resto hotel bintang 5, padahal cuma kaki lima. Kenapa sih resto2 cuma ngejar untung semata, gak memikirkan adab jual beli, kejujuran dlm b...Ulasan LengkapAplikasi go-jek nya sih bagus yaa, banyak kasih promo. Cuma resto2nya licik yaa, harga dinaikkan biar kesannya kasih diskon besar. Sampe2 harganya macam harga di resto hotel bintang 5, padahal cuma kaki lima. Kenapa sih resto2 cuma ngejar untung semata, gak memikirkan adab jual beli, kejujuran dlm berniaga. Bahkan kemarin order go-food desc di aplikasi dgn yg datang gak sesuai, bukan cuma jauh dari ekspektasi tapi juga jauh dari yg mereka promokan di aplikasi. Mengecewakan.",9145.4338563406,11184.8760968098,positif
"Ada kutu (bug) di bagian Penampil QR dan Barcode GoPay. Dimana tampilan ""Tenggat waktu QR"" bocor terlihat.",68.7992202687,224.9951931985,positif
"Gojek bagus dan sangat membantu,hanya sayang apabila driver kurang baik respon dalam mengantar makanan dalam gofood dan kita kasi bintang kurang dri 3 bnyk driver yg g trima dan membalas via wa kpd costumer untuk keberatan dan tak sedikit yg marah2 Mohon lebih diperhatikan hal ini,klo memang bagus m...Ulasan LengkapGojek bagus dan sangat membantu,hanya sayang apabila driver kurang baik respon dalam mengantar makanan dalam gofood dan kita kasi bintang kurang dri 3 bnyk driver yg g trima dan membalas via wa kpd costumer untuk keberatan dan tak sedikit yg marah2 Mohon lebih diperhatikan hal ini,klo memang bagus maka akan kita komentar bagus,tetapi apabila layanan kurang memuaskan harap sadar diri dan terima apa adanya",11823.7348539459,13233.9864666355,positif
"Pelayanan bagus,tp tlg kasi note utk bbrp driver kdg helm dan bau badan atau jaketnya agar diperhatikan kebersihannya,utk kenyamanan penumpang...maaf ya.",240.2894638118,286.8237945142,positif
"Saya sangat2 terbantu dengan Gofood,terutama pd saat ibu saya minta sesuatu..gak terbayangkan kl saya hrs keluar d saat g ada kendaraan..dan u Gojek saya merasa terbantu bangeeet..saat mancet,anak les ,plg sekolah kl naik kendaraan umum hrs nunggu lama blm ""ngetemi""nya..wooouu jogek U tBest",1312.5086784455,1985.0659602119,positif
"Top markotop dah gojek! Gua merasa kebantu banget dengan adanya aplikasi gojek. Bisa berpergian walaupun gak ada kendaraan, bisa makan walaupun ada badai hujan wokwok. Drivernya juga kebanyakan ramah"", top dah pokonya aplikasi gojek!",647.2164992899,765.751838594,positif
"Saya sih merasa nyaman aja sama pelayanan nya,kalau masalah makanan nya saya prihatin aja haha,tapi tidak ada hubungannya sama driver nya,iklan penjual nya aja lebay cantik cuman di design wkwkw Thanks buat pelayan nya maju terus Semoga dimurah kan rezeki Aamiin",1524.6249733471,1233.9015650942,positif
"Sgt bermanfaat dan perlu di contoh,,,,belajarlah seperti aplikasi gojek,,selalu bermanfaat buat sesama tanpa membedakan suku serta lainya,,klu kita bs berkarya baik knapa tdk,,,buruan dechhh,,",491.9253479872,415.3886397496,positif
"Sangat aman untuk sy & keluarga, apa lg sy pakai untuk antar anak sekolah... Tingkatkan trs ya kualitas nya...",333.3177588183,359.6213665312,positif
"Baru coba pakek Gojek sih, soalnya ga pernah pakek. Maklum biasa beli sendiri kalo makanan, kalo mau keluar naik motor. Tpi kata temen, bagus"" aja. Trus pernah coba sekali pesen gojek buat berangkat sekolah, dan cepet banget drivernya. Padahal itu udah mepet ke sekolah, kurang 15 menit gerbang ditut...Ulasan LengkapBaru coba pakek Gojek sih, soalnya ga pernah pakek. Maklum biasa beli sendiri kalo makanan, kalo mau keluar naik motor. Tpi kata temen, bagus"" aja. Trus pernah coba sekali pesen gojek buat berangkat sekolah, dan cepet banget drivernya. Padahal itu udah mepet ke sekolah, kurang 15 menit gerbang ditutup. Tapi sampai disekolah dengan goride cuma 10 menit. Pokoknya good lah",6448.6079498194,10020.8158940113,positif
Bagusnya Gojek adalah titik map benar dan akurat. Driver pun sangat BAGUS. Sikap bagus Dan kendaraan baik. Waktu penjemputan Baik,275.1021757798,197.7810025956,positif
Sangat terbantu dengan ada nya aplikasi ini. Semua ada di sini.. ok lahhh... sekedar masukan saja.. kalo bisa tiket pertandingan sepak bola di perbanyak lagi dong... untuk tiket timnas indonesia jarang banget tiket nya di aplikasi ini... Terima kasihhh...,576.1282846658,897.0543337494,positif
"Gojek memang oke, buka lagi dong pendaftaran buat gobox di bandung saya mau jadi mitra, kalo di tutup susah mana driver yang sudah punya kun di jual beli kan lagi,.. Sayang gobox sekarang akun nya jarang yang punya pribadi rata"" Beda orang dikarenakan di jual belikan .. Tolong di atasi masalah terse...Ulasan LengkapGojek memang oke, buka lagi dong pendaftaran buat gobox di bandung saya mau jadi mitra, kalo di tutup susah mana driver yang sudah punya kun di jual beli kan lagi,.. Sayang gobox sekarang akun nya jarang yang punya pribadi rata"" Beda orang dikarenakan di jual belikan .. Tolong di atasi masalah tersebut update lagi driver yang baru dan yang ingin benar"" Jadi mitra yang baik bukan nya di jual belikan akun nya",10085.1553509736,13671.5452561608,positif
"Karya anak bangsa sangat membantu ,ketika kantong tidak bersahabat gojek mempunyai solusi nya dengan vocher vocher yang di bagikannya . Terima kasih GOJEK karena telah menjadi andalan . Karya anak bangsa ( TOP BGT )",575.6053003169,706.3535205453,positif
Saya kasih bintang 5 kalau ada 10 saya kasih 10 dg Yg utama semua nya gak ribet dan gak sulit Pertahankan ya gojek dan gopaynya jangan updete jadi rumit Tidak semua org pandai dlm gadget seperti saya,1145.3788652805,822.5875431477,positif
"saya beli kode google play kok gak bisa di redeem padahal sudah saya setting negara lokasinya ke indonesia, solusinya bagaimana?",106.0532075631,185.2744277007,positif
saran : ke depan fasilitas gosend di tambahkan COD diperuntukkan pedagang online seperti jual baju atau pedagang makanan yg harus pesan 1 hari sebelumnya .. terimakasih,465.8462051353,386.9044647381,positif
"Saya bisnis Jualan pakai gojek Tpi tolong dipandu driver nya donk, masak driver sudah ditunggu malah tiba"" dibatalin dicancel gtu aja. Lah besok nya malah akun saya yg di blokir. Itu namanya memutuskan rezeki org . padahal demi allah saya tdk prnh melakukan penipuan. Tolong dong driver nya dikasih a...Ulasan LengkapSaya bisnis Jualan pakai gojek Tpi tolong dipandu driver nya donk, masak driver sudah ditunggu malah tiba"" dibatalin dicancel gtu aja. Lah besok nya malah akun saya yg di blokir. Itu namanya memutuskan rezeki org . padahal demi allah saya tdk prnh melakukan penipuan. Tolong dong driver nya dikasih arahan",2926.4316662127,3052.8298944764,positif
Selama naik Gojek baik yang roda dua (ride) atau empat (car) alhamdulillah nyaman dan sopirnya bertipe melayani....ok sukses selalu untuk Gojek...Tingkatkan terus pelayanan guna memberi rasa aman dan nyaman kepada pelanggan..,1084.7514815507,791.2582302009,positif
Aplikasi sangat bagus bisa membantu untuk jalan dan juga bisa mengenyang kan perut yang sedang lapar.. terima kasih gojeg sukses terus..,277.6060201655,379.303053555,positif
"Makasih buat aplikasi Gojek udh ngasih harga yg murah banget , knp murah ? Soalnya saya pake Gopay jd bayarnya bisa lebih hemat banget , aplikasi ini cocok banget buat pelajar kaya saya , makasih juga udh ngasih voucher potongan harga jd nya ongkos saya bisa hemat kl sekolah😊😊😊.sekali makasih ban...Ulasan LengkapMakasih buat aplikasi Gojek udh ngasih harga yg murah banget , knp murah ? Soalnya saya pake Gopay jd bayarnya bisa lebih hemat banget , aplikasi ini cocok banget buat pelajar kaya saya , makasih juga udh ngasih voucher potongan harga jd nya ongkos saya bisa hemat kl sekolah😊😊😊.sekali makasih banyak buat aplikasi Gojek udh ngebantu saya.jangan lupa iya kasih voucher lg buat saya☺",12668.360269516,9856.8620255853,positif
"App yang sangat berguna dan memudahkan, terutama gofood, bahkan setiap hari istri saya pakai gofood, apalgi kalau pas dapat vocher sehari biaa 3x pesan gofood 😅😅",357.9887561804,274.5902730776,positif
"Drivernya sopan baik dan ramah. Pernah hp saya lowbat posisi butuh banget, dan abangnya menawarkan dan meminjamkan power bank, nganter go food juga cepat dan tidak acak acakan, pernah saya ketinggalan rombongan kemudian saya mesan go jek jam setengah 2 malam kemudian gojeknya mau dan percaya padahal...Ulasan LengkapDrivernya sopan baik dan ramah. Pernah hp saya lowbat posisi butuh banget, dan abangnya menawarkan dan meminjamkan power bank, nganter go food juga cepat dan tidak acak acakan, pernah saya ketinggalan rombongan kemudian saya mesan go jek jam setengah 2 malam kemudian gojeknya mau dan percaya padahal tempatnya lumayan rawan... yaa intinya terus begini lah gojek. Sudah sangat saya percayai pelayanannya bintang 5 banget. Trimakasih gojek",8090.805288324,11610.8347632629,positif
Saya menggunakan aplikasi gojek untuk waktu darurat atau tidak ada yang mengantar saya kemanapun saya pergi... Terimakasih gojek dan driver gojek.,112.5579481689,163.7760054238,positif
"Sangat membantu,walaupun pas di waktu kerja qta tinggal pesan gak pkai ribet keluar.sikap driver""nya sll ramah,harga jg terjangkau.pas banget pokoknya.trima kasih gojek,smoga sukses & bisa lbh baik lagi",523.3284404673,545.5469278325,positif
"Aplikasi ini sangat membantu saya untuk pergi , untuk cari makanan (klo lagi gak masak) , dan bisa apa aja dehh.. Jadinya klo lagi pergi kemana gak ada yang jemput pake aplikasi gojek aja deh!!!👍😊😘 Voucher nya pertama kali saya pake langsung jadi murah harganya!!(di gofood) APLIKASI IS THE BEST G...Ulasan LengkapAplikasi ini sangat membantu saya untuk pergi , untuk cari makanan (klo lagi gak masak) , dan bisa apa aja dehh.. Jadinya klo lagi pergi kemana gak ada yang jemput pake aplikasi gojek aja deh!!!👍😊😘 Voucher nya pertama kali saya pake langsung jadi murah harganya!!(di gofood) APLIKASI IS THE BEST GUYSS!!😊",5662.4979852765,5717.7274862273,positif
"Apdetan terbarunya, kamis 28 november kok jelek banget. Langsung masuk buat bikin PIN. Sudah dibikin, diminta masukin OTP tapi OTP gak dikirim2 ke pesan saya, bolak balik diulang2 tetep gak ada kode OTP. Dah telpon CS, katanya gak ada masalah di akun, suruh nunggu trus ngulang, tetep aja gak ada pes...Ulasan LengkapApdetan terbarunya, kamis 28 november kok jelek banget. Langsung masuk buat bikin PIN. Sudah dibikin, diminta masukin OTP tapi OTP gak dikirim2 ke pesan saya, bolak balik diulang2 tetep gak ada kode OTP. Dah telpon CS, katanya gak ada masalah di akun, suruh nunggu trus ngulang, tetep aja gak ada pesan OTP masuk. Nyebelin itu gopay saya masih banyak, aplikasi gak bisa dipakai. Gara2 diapdet jadi gini. Dibalikin kesebelum apdet bisa gak?",7064.7838035685,10687.9738732195,positif
"saya suka aplikasi ini karna sering ada promo dan ongkir nya ga mahal,terus kalau pesan makanan saya gak nunggu lama walaupun tempat nya jauh tapi nyampe nya sesuai waktu yg saya perkirakan,terimakasih gojek,semoga aplikasi ini berjalan dengan baik dan bermanfaat bagi org banyak🙏☺",1001.2252892181,919.1192168034,positif
