komentar,sentimen
"Aneh.... Tarif dengan akun yg lain berbeda, padahal dari dan tujuan sama, juga susah dapet driver",negatif
"Anehhhhh... Masa login beda akun 1 hp nda bisa? Padahal masih 1 keluarga... Dan tidak ada buat masalah (kecuali ada pelanggaran yg d lakukan)... Tolong lebih bijaksana, klo memang tidak bisa login lebih dri 1 akun, seharusny ketika mau login yg bukan akun sebelumnya seharusny langsung tidak bisa mas...Ulasan Lengkap",negatif
"Anjing gojek!!!.... Saya top up uc pubg rp150.000 kok kagak masuk uc nya udh bayar mahal mahal kagak masuk barangnya.males ah pake aplikasih kayak apa ini tolong perbaiki masalah saya,😭😭",negatif
"Anjing nih app,gw ga bisa order barang/jasa katanya ada masalah akun,trus disuruh telpon pake pulsa nelponnya",negatif
"Anjing pepek kau,aku mau top up diamond ff malah suruh minta id padahal udah ku kasih id nya.Udah beli di alfamart gak bisa,bayar codashop atau segala macam aplikasinya malah keluar sendiri ada-ada aja karya anak bangsa buruk.Gimana nih nyesel beli saldo gopay ujung-ujungnya gak guna bagus beli puls...Ulasan Lengkap",negatif
"Anjir. Ongkir nya kok 3 kali lipat dari makanan yang gw beli? Kalo kaya gini bangkrut gue Kok menu 24 jam,terdekat,dll hilang min?",negatif
"Anjir...mau perubahan nomor aja harus kirim ini itu, trip terakhir dan top up gopay terakhir... padahal semua keperluan data di email sudah dikirim . Ribet lah pokoknya",negatif
Anjrit aplikasi apaan inih.. paraah.. nunggu stengah jam orderan ga dapet2.. padahal driver banyak di sekitar.. buang2 waktu..,negatif
Anjuran pasang pin tolong donk jgn terlalu sering muncul gtu. Krn Q mau ganti no HP biar bisa pin tp kalah cepat dengan munculnya anjuran pasang pin td. Jd gmn mau ganti no hp. Mohon bantuannya y,negatif
"Anyeb orderan bos sehari cuma 2 paling banyak 4, mikir emang mereka ngk pnya anak istri. Saudara dan teman saya sampai jualin tv dan kulkas buat biaya hidup mereka. MIKIR PAKE OTAK JANGAN PAKE SISTEM.",negatif
"Aolikasinya ketinggalan terus,ngasi voucher milih milih,ga semu akun dapat,seharusnya akun yang sudah lebih daru 50 kali menggunkan layann di aplikasi gojek,agar mendapatkn voucher dari tiap tiap layann gojek yg vital.terimksih",negatif
Apa apaan ini!!! Saya coba buat login udah berkali kali tapi gabisa bisa!!! Saya turunin bintang nya jadi bintang 1 lah bodo amat!!!,negatif
Apa kabar jek? Makin hari makin di siksa aja driver,negatif
"apa si ini gojek hampir sebulan gk bisa pesan makanan , selalu di tolak , alasan server padat . sepadat itu sampe mau sebulan ?",negatif
Apa sih ambil hak orang lain yg udah di kasih lawak nte,negatif
"Apa-apaan siiii, gw mau order go-food.. lamaaa bangetttt ngga ada driver yg nyantol, yaudah gw cancel. Giliran dicancel malah dapet. 2x begituu, HEH!!!! mksudnya apaan?????? Nanti dikira gw order fiktif lagi ama driver lainn. Taikkk!!!!!",negatif
"Apa""an ini gua balik ke Jakarta dari Tanggerang ga bisa. mending pake ijo yang satu lagi dah.",negatif
"Apa""an nii..... Pas masuk di 2020 malah makin anyep & sepiii.... Kluar ttep pagi"" ambil order anak sekolah.... Tpi knp smpe jam 20.00. Yg baru masuk orderan cuma 3ajj.... Lo pikir smua tiap hari anak istri makan angin. Harus'a pikir donk... Klo org pekerjaan'a cuma gojek ajj gmn. Boro"" Lonjakan... O...Ulasan Lengkap",negatif
Apa2an ini pesan goride dapat driver yg jauh d depan saya banyak driver ko yg dapat jauh ...semakin update semakin bobrok aplikasi nya ...,negatif
Apa²an nih. Abis update versi terbaru malah gak bisa pesen gofood di resto yg biasa gw pesen! Alasan jarak kejauhan takut mknan dingin. Lah terus gmna urusannya ini?? Mana gw sering mesen makanan di resto yg jaraknya 5-10km. Lg gw heran. Gw kan ga pernah komplen krn kondisi mknan dingin. Parah. Kena...Ulasan Lengkap,negatif
"Apaa apaan lah anjir duit gw melayang 200k, MBAK MAS PENDIRI GOJEK YANG TERHORMAT KALAU ADA APA APA ITU KASIH SOSIALISASI DULU JANGAN TETIBA MASANG PIN, LO NGOTAK DONG DUIT KEISI DISITU KELUARGA GW BUKAN DARI KELUARGA YANG MAMPU JADI 200K BERHARGA BANGET BUAT GW, TOLONG YA BALIKIN KAYA SEMULA LAGI",negatif
Apaa...rider gofood nya gak mau kalah kalau debat bukannya melayani konsumen dengan baik..*jelas2 saya cantumkan alamat.. *bikin gak nyaman,negatif
"Apaan aplikasi udah gak jelas ke sini sini. Promo jarang ada, aplikasi error mulu. CEO skrng gak becus ngurus nya. Jauh sama zaman nya pak nadim",negatif
Apaan ini apk kirain semua p jawa udah di kasikan mobil atau motor. Susah bat dah nyari mobil ma motor. Apaan si ini apk sumpah dah. Sial gw😥,negatif
Apaan ini lama kali nunggunya udah 1 1/2 jam padahal dulu 1/2 jam udah sampe kok sekarang lama kali?!,negatif
Apaan nih gk sopan banget tukang go car ny sombong amat gak seperti dulu plis dong kasih sopan santu ke para supir gojek 🤬 bnyk alasan Marah pake kata kotor ngomong yg aneh aneh.🤬 Tapi alhamdulliah bagus gojek ny tapi pengemudi ny yg kurang sopan marah2 gak jelas ringam banget Semoga selanjut nya ...Ulasan Lengkap,negatif
Apaan nih udah bayar pake gopay drivernya malh nagih lagi katanya saldonya berkurang lah. Aneh kampret. Soalnya semua juga gitu mas pasti bayar. Ketahuan banget driver beli akun gak tahu cara mengoprasikannya .,negatif
"Apaan nih,biaya paylater naik banyak banget, tadi nya free, 12500, sekarang 37500... Uninstal dulu yaa,,",negatif
Apaan sekarang pakai restoran terlalu jauh dari lokasi anda . Apa madsud nya ini . Uda hampir 1 tahun aku order makanan ini selalu bisa . Dan sekarang pakai bilang lokasi terlalu jauh dari resto . Kalau terlalu jauh kenapa 1 tahun ini saya bisa order makanan tsb . Makin gk jelas ini gofood,negatif
"Apaan sich ni Aplikasi,,, 👎👎 pakek ga pakek Gopay SAMA AJA ONGKOSnya! Pindah Aplikasi OjOL ke yg laennya aja dech!",negatif
Apaan sih dari kemarin mau pake apk gojek niat mau gofood eh malah permintaan di tolak apa maksud ny kok ceo sekarang goblok,negatif
"Apaan voucer belum dapat 2 jam udah ditarik, padahal sampek tgl 23 feb ... Licik ya",negatif
Apakah bonus gopay tersebut benar adanya ?,negatif
Apakah gojek tidak pernah mengecek data data driver .sehingga driver goojek berperilaku tidak sopan.sangat di sayangkan gojek sekelah PT driver nya menghina ojek online lokal Saya ingin melaporkan driver di Caruban Madiun melakuka. Pencemaran nama baik terhadap ojek online asli Madiun. Saya harap pi...Ulasan Lengkap,negatif
"apakah gojek udah mau bangkrut???? kok vocer gak ada tarif naik ,,, hadeeeeewwww gojek gojek,,, hhhhhh wes gak ada jln,,,, ngomong tok katanya bersama gojek pasti ada jln,,,,,hhhhhh",negatif
Apakah ini yg di maksud karya anak bangsa?????,negatif
"Apakah mau bangkrut ya, Sehingga tidak ada vocer ? Sering eror dan susah cari driver. Pas dapat driver penjemputan jauh",negatif
"Apakah menunggu sampai customer uninstal aplikasi ini baru petinggi gojek bertindak? Kami para driver sangat tersiksa dgn keberadaan gojek saat ini. Orderan anyep nyep nyep,,, tolong di perhatikan lagi nasib driver sebelum customer pindah ke kompetitor.",negatif
"Apanya beri nilai,,driver gak ada yang mau,,eee malah hargany naik,,,aplikasi apaan ini",negatif
Apanya yg mau dinilai.. voucher aja sdh gak keluar bintang 1 aja sudah cukup kan,negatif
"Apapun versinya tetap gak ada gunanya sama driver , driver di jadikan budak romusa kerja sampe 24 jam itupun tidak pernah tupo , hapuskan sistem pemerataan ini",negatif
Apasih disuruh upgrade foto selfie pake ktp udha bener eh tulisannya malah jenis id salah / ga pake kartu ID asli,negatif
"apdet yang ini menyebalkan betul, searchingnya hanya tersedia untuk nama resto aja. kembalikan pencarian item makanan/minuman kembali. 😭",negatif
"Apk ajgg lebih ribett. Ga bisa nerima kode , sampah taii luu.🤬😠",negatif
Apk gak mau di kritik. Malah akun yang di blokir.. njingg,negatif
Apk Gk jls cari Driver susah seklian dpt jauh..TI gk jls... 'KALIAN PARA DRIVERNYA KEHUJANAN KEPANASAN KALIAN ENK RUANG AC GAK KEHUJANAN DAN KEPANASAAN' !!!!!!!!!!!!,negatif
apk ngak mutu banyak resto ga jelas bikin kecewa !!!,negatif
Apk Ngentottt Daftarnya Kok Susah Bat Pepek #Gojek kontol #Gojek Memek #Gojek Aplikasi Haram #Cabut Gelar Pt Karya Anak Bangsanya!1!1!,negatif
Apk nya udh Gak Berguna... Tiap Order GoRide/GoSend/GoCar. Pasti selalu dpt Driver yg jauh2. Padahal banyak Driver yg deket dg Titik jemput saya...,negatif
"Apk sampah. Baru instal .baru daftar. Pas mau make "" akun anda di blokir sementara,silahkan hubungi layanan pelanggan"""" apk aneh. Apk gak mutu.",negatif
Apk taii....upgrade hampir setiap pekan...tpi aplikasi anda sangat sulit di andalkan.... cba di vikirkan dlu matang2 sblum mnta untuk upgrade apk...semakin di upgrade malah semakin hancur...,negatif
Apk tetangga dapet 5 order ga sampe 3 jam. Di Gojek nyari 1 order aja bisa sampe 6 jam lebih. Padahal ngojeknya di kota besar. Gmn nasih yang dikota kecil? Salahnya dimana ya?? Tolong diperbaiki sebelum ditinggalkan mitra sejati...,negatif
"Apk......payah,karya anak bangsa....yang menyiksa mitra ny....1 jam 1order.sistem mengeruk keuntungan sendiri.",negatif
Apknya jadi gabisa digunain keterangan lokasi tidak ditemukan/server kami padat padahal udah sering banget pake apk gojek. #pastiadakompetitoryanglebihbagus,negatif
"Aplikasi agak kacau ini ya, saya gak perna pakai paylater tiba"" dpt inbox denda paylater, nelfon CS gojek gak bisa bantu ngecek, tolong dong keamanan ditingkatkan lagi!",negatif
Aplikasi anak bangsa tapi malah nyusahin anak bangsa....erorr terus..jauh tertinggal dari grab.,negatif
"Aplikasi anak bangsa yg semakin BOBROK! Tidak bisa memberikan kemudahan dengan jelas. Promo dibanyakin, tapi promo yg gak bermutu. Verifikasi wajah bolak balik masih dipersulit. Ini wajah dari dlu sama aja",negatif
Aplikasi aneh gak berpihak sm driper kasian driper2 diperas keringatnya tarif murah dipotong lg 20% anak bangsa Dijajah sm bangsa sendiri bisnis itu kejam hanya memperbudak mitranya demi meraup keuntungan sebesar besarnya..,negatif
"Aplikasi anjing daftar ngantri"" segala macem persyaratan harus ini itu tapi kinerja bobrok kalah sama grab !!! MALU orang mah karya anak bangsa begini amat !!! 2020 orderan malah anyep sepinya minta ampun !!!",negatif
Aplikasi anjing goridenya pada songong pesanan saya dibatalin trs.. Tolong ditindak rider yg songong!!!😠,negatif
Aplikasi anjing gue nomor hp bener tapi ada yg salah hapus ajah ini aplikasi anjing sampah gimana sih yg buat apl ini kga becus buat aph di instal mending hapus kga guna bangsat yg buat kga mw tanggung jawab tolol wajib kasih bintang 1,negatif
Aplikasi anjing kenapa harus upgrade pake KTP sih baru gitu eror Mulu padahal gua udah top up 300.000 go pay nyesel mending pake grab gk bikin ribet Rame rame uninstall aplikasi gojek,negatif
"Aplikasi anjing, paylater udah bayar di akhir bulan, kok awal bulan ini gua dapat notifikasi belum bayar tagihan, bukti sudah ada pembayaran, gua email gojek gak di responn, mengecewakan!!!!!!! Jancokk anjing aplikasi kontolll",negatif
"Aplikasi anjing. Di suruh bikin pin gopay,tp kode nya gk masuk2 ud 1 minggu. Jd sayang x gopay q terpendam di dalam.",negatif
Aplikasi anjink... Gk jelas... Hapus aja aplikasi ini dari apps store. Gk bisa pakek ne!!!,negatif
"Aplikasi apa ini , masak suruh update voucher hilang👎",negatif
"Aplikasi apa ini?? Semakin hari tambah buruk, buat custamer & para driver nya. Tutup aja aplikasi ini, semenjak di tinggal pk nadiem makin buruk aplikasi ini",negatif
Aplikasi apa ni... Ga pernah ada vicer lagi..ada pun vocer Kasian driver ijol nya ..cari makan dari aplikasi yg buat sakit,negatif
"Aplikasi apaaaaan driver ye sok gak butuh duit pesen dri tdi gak dpt"" smpe telat berangkat kerja",negatif
"Aplikasi apaan ini gak jelas bener,masa sya top up DIAMOND GAME MLBB gak masuk"" item nya padahal udah lebih 24 jam,masih saja dalam proses,..Tolong pihak Aplikasi di koordinir kan,jangan sampai membuat kostumer marah,nungguin lama🙏🙏",negatif
"Aplikasi apaan ini, voucher ditarik kembali",negatif
Aplikasi apaan ni.. masak saldo gopay saya akun nya di blok.. sampai sekarang tidak ada tangapan dari pusat di tlp tidak ada kbr.,negatif
Aplikasi apaan seh...sudah maju malah mencekik para deiver yg sudah membesarkan nama gocar/gojek.... Semoga kalian yg membuat skema 16/120k... D terima d sisi yg maha kuasa...,negatif
"Aplikasi apaan si ini anjing,drivernya kek kontol sumpah,apus aja dah,kga ada guna,gw mah mendung grab lah anjing,ramah,ini mah apaan,maslaah kecil di perbesarin mau nya apa coba,cuna sekedar ojol doank sombong anjing",negatif
"Aplikasi bagus tapi masi saja kacau,tolong cari driver yg betul2 driver dan hapus yang akun hanya dijual untuk kepentingan pribadi,krn saya sudah banyak dengar jual beli akun gojek",negatif
Aplikasi bangke!!! Mentang² ujan grimis aja driver mtr ga mau nrima orderan!! Kecewa berat!!!,negatif
Aplikasi bangke. Tarifnya sekarang edan. Mahal. Tapi ternyata drivernya tidak sejahtera. Gede banget potongan ke driver. #savedriveronline# Karya Anak Bangsa kok begini!!!,negatif
"Aplikasi bangkeee mana mahal mahal lagi seperti go food dll,jarang ada kupon diskon voucher kek, pengantaran lambat kurang memuaskan",negatif
Aplikasi bego hampir semua ojol Go-Jek kaga tau jalan beda sama grab biarpun mahal dikit dan kaga jelas di aplikasi gojek dapat yang jauh jauh beda dengan grab yang lebih baik,negatif
"Aplikasi bentar bentar update bikin pusing ,ini managemet nya ga bisa kerja atau IT nya jebolan SD yah,semenjak di tinggal nadin mau order aja susah nya minta ampun muter muter terus padahal drever banyak di depan saya tolong dong cari pegawai nya yg pintar dikit jgn modal tampang tapi otak nya ga j...Ulasan Lengkap",negatif
"Aplikasi bikin susah driver.. Gk kayak dulu sejahtra, sekarang sengsara, sistem, server, dan management sangat buruk sekali.. Terparah",negatif
"Aplikasi bobrok, tidak seperti dulu. Bnyak potongan, transaksi pkai gopay pun kena ongkir. Mau cepat kaya yg mengelola gojek ini. Parah",negatif
"Aplikasi bodoh, saya tidak bisa isi saldo gopay tolong diperbaiki",negatif
"Aplikasi busuk , grab lebih baik , mari kita semua pindah ke sebelah",negatif
Aplikasi busuk + a_su!!! Gangguan terus.. Lama2 tersingkir sama kompetitor.. Tidak pernah dapat voucher lagi.. Mending hijau yang sebelah masih dapat banyak voucher.. Aplikasi karya anak bangsa yahudi,negatif
"Aplikasi busuk gua order setiap hari tapi ttp ajh susah dapet driver yg Deket Padahal lagi buru-buru Udah gth mahal bgt Sedangkan pas gua tanya driver cuma dapet 40% dari argo di aplikasi Lu kebanyakan ambil untung Ngerugiin driver sama castamer,promo kaga ada sama sekali IKEA buat apah dongo Gua bu...Ulasan Lengkap",negatif
aplikasi busuk mahal mending gue pake grab buatan negara lain drpd buatan negara sendiri mahalllllllllllll,negatif
Aplikasi cacat..rawan penipuan..pihak gojek tidak selektif dalam menerima mitra driver..sistem juga rawan eror..seperti belum mengantarkan costumer tetapi tiba2 driver sudah menyelesaikan pesanan sehingga saldo gopay hilang..aplikasi busuk ini..,negatif
"Aplikasi costumer tidak bisa sinkron dengan aplikasi di driver gojek, dan tolong donk utk pemilik gojek jangan terlalu arogan dengan driver nya,,, ingat, karyawan kalian itu dibayar dari pembayaran kami para pengguna gojek, dan dari driver yang mengantarkan dan melayani para pengguna anda,, Aplikasi...Ulasan Lengkap",negatif
Aplikasi customer taik....lama bener dapet driver .malah jauh bener sekalinya dapet.posisi terburu2 ..jadi sangat merugikan sekali,negatif
Aplikasi custumer sekarang agak bingung... Mau pesan gofood harus ngetik nama restonya... Kurasa bagus yg kmren ada fitur terdekat jadi tinggal milih menu kesukaan,negatif
aplikasi dengan tingkat keamanan rendah. akun saya doble dengan akun orang lain dan memakai gasilitas paylater tapi saya yg harus bayar. kurang ajar.,negatif
Aplikasi driver sama castamer nya w kasih bintang 1 biar ancur rating Lo tolol Gak kira kira kasih order ke driver 1 jam sekali Kadang 2 jam sekali kan tolol. Udah kaya tai,negatif
"Aplikasi driver tolong dilihat, bukan satu jam satu orderan. Pemerataan menyiksa rakyat dan Mitra. Harus demo gak ada guna, ya begini jadinya.",negatif
"Aplikasi edan, tidak bisa memesan... Mending grab enak promonya banyak, lah ini beli voucher harus beli terus, gw uniinstal aja aplikasi taik ini lagi",negatif
"Aplikasi eror susah buat order,driver deket malah nggak di kasih order,driver jauh yg dapat,system apah inih,hapus system prioritas, ""Rip gojek tetangga sebelah lebih adil,driver end custumer sinergi, "" rip driver gojek,",negatif
Aplikasi eror trus padahal voucher ada tapi knp ngga bisa di gunakan?????katanya karya anak bangsa masa kalah ama tetangga sebelah yg gencar2 an promo.makin kesini makin parah aja..,negatif
"Aplikasi error kali ya,awalnya ada menu paylater nya.dn sdh sy byr.giliran mau pesan pake paylater g bs,semua byr tunai.walah walah...ini hanya membuat customer seneng sebentar hbs itu marah seumur hidup",negatif
Aplikasi g jelas dan payah. Saya order Gofood dan driver sudah tiba di tempat saya. Ketika driver selesai mengantar. Orderan saya dicancel pusat. Dengan alasan driver masih kerabat saya??? Kalau dari awal kerabat tidak bisa order g usah dikasih orderan ke kerabat paham. Saya pesen juga g bisa milih ...Ulasan Lengkap,negatif
"aplikasi ga ada promo nya,sekali ada promo ga bisa pake kodenya mending pake grab aja.",negatif
Aplikasi ga beres. Terlalu banyak gimmick alias nipu2. Beli voucher game d google pake gopay promonya dapet Cashback tapi ga sesuai. Poin katanya kadaluarsa akhir tahun ditukerin voucher gofood eh langsung kadaluarsa. Nipunya amazing banget. Anjeng,negatif
"Aplikasi ga berprikehewanan , ga liat driver di lapangan kyk gimana , tanpa mitra driver lu ga ada tai tainya bos , gw sebagai driver gocar sangat kecewa",negatif
"Aplikasi ga bisa digunakan, usah telp customer servise tetep aja udah seminggu ga ada tindak-lanjut!",negatif
"Aplikasi ga guna, pelit vocer. emng GRAB yg paling baik, fun factnya di daerah sini driver gojek udh mulai berkurang pada pindah grab lol.",negatif
Aplikasi ga mikir buat drivernya Katanya aplikasi karya anak bangsa tapi ko malah mitranya di buat susah Driver juga pada ngeluh sistem pemerataan order Ga adil buat driver Kasian para driver yang full di gojek sekarang di buat susah Di ruma juga anak istri sudah nunggu hasil kerjanya Tolong pikir n...Ulasan Lengkap,negatif
"Aplikasi gak berguna, gak bs dipakai, tlpn operator katanya sering login dengan nomor berbeda. Karena pnya 2 nomor hpnya dual sim. Lebih baik grab",negatif
"aplikasi gak guna, org2 kantornya gak punya otak!!!!!para pegawai kntornya kyak anjing!!!!!!!!!!!!!meras darah driver, meras darah orang indonesia, klo org ondonesia yg punya aplikasi ni, gak bakal d jajah org indonesia!!!!",negatif
"Aplikasi Gak Guna, Semoga Segera Dihapus dari Playstore",negatif
Aplikasi gak guna! Buat orang marah aja!,negatif
"Aplikasi gak jelas, paylater saya malah turun, awalnya 500 ribu, sekarang malah cuman 30 ribu doang, gak jelas, gimana sih gak jelas amat, tolong dijelaskan mengapa???",negatif
Aplikasi gak jelas...gopay gw hilang 700rb..gw minta no yang di isi pls oleh pelaku.gak bisa dilacak..,negatif
"Aplikasi gak mutu ngasih vocer min belanja 50rb,voc juga buat bayar ongkos doang jatuhnya,klw gak ikhlas kasi promo gak usah kasi,sekarang juga ongkosnya mahal sekali.",negatif
"aplikasi gda ke bijakan nya payah masa ga salah apa"" tiba"" payleter di hilangin",negatif
"Aplikasi gila!! Gw akun premium sdh 2 thn lbh, dpt paylater aja 500rb, kenapa voucher saya bisa hilang di akun premium hp samsung A50, apa ada yg salah dgn akun saya??? Saya pakai aplikasi Grab blm pernah dpt kasus voucher promo raib di telan jin",negatif
"Aplikasi gk jelas bentar2 minta upgrade.. Suruh daftar lagi, biasanya daftar pake facebook aja bisa, inimah mau pesen malam aja disusah susah..pindah grab aja yg gak neko neko",negatif
Aplikasi gk jelas.. Koq gk bisa di pakai buat order... Kesalahan saya apa.. Koq bisa gk bisa di pakai.. Bolak balik ganti email no hp pun gk bisa... Makin gk jelas,negatif
Aplikasi gk punya otak Mikir kn diri sndri mementing kan keutngan sndri tnpa memikir driver Bonus di turun kan ordran di gaguk kan Customer kyk tai dari pihak aplikator pun gitu sama Kalau belum tau ap ap jangan asl di suspend dong lht dlu di loksi kyk gmna jngn asl main suspend gitu Klau bisa kembl...Ulasan Lengkap,negatif
Aplikasi goblok nyesel udah download mendingan grab pesan makanan jg mudah ga kayak gojek pesan makanan yg kita cari ga bisa di pesan,negatif
Aplikasi goblok tlp berkali2 ke cs malah nyerocos ga dengerin laporan. Udh lapor 7 hr yg lalu g da solusi . W mau bayar paylater lapor k gojek mnta ubah no hp krna yg itu udh g aktf udh isi form ni itu foto selfi sm ktp smpe skrg gbsa d ubah no hp nya lapor gada jawaban. Akhirnya denda udh 46 rb . S...Ulasan Lengkap,negatif
"Aplikasi gojeg semakin lama tdk memuaskan,,, semakin diperbaharui semakin menjengkelkan,,,,, sya mau hapus aja,,,",negatif
Aplikasi gojek anjing ada pembayaran out standing apaan coba u kira bank kl udah mau bangkrut bangkrut aja gk usah tlp2 minta bayar. Sejak kapan ada biaya out stand wa naik bayar turun bayar trs apaan biaya out stand anjing ih bagsad ya pay later,negatif
"Aplikasi gojek costumer update terus, aplikasi gojek driver apa kabar? Apa karna kena bully terus maka nya ga di update?",negatif
"Aplikasi gojek ini makin tolol kurasa masa kita tarik saldo payah kali itu uang sendiri bukan uang klian ya, tolonglah klo gk bsa ditarik kasih alasan selalu error lama"" makin gk guna dasar kalian, sebentar error gk da otak kalian",negatif
Aplikasi gojek jelek ngga kaya rivalnya nomer saya udah terdaftar ngga bisa masuk juga beda jauh dengan rivalnya yg mudah untuk login ke akun,negatif
Aplikasi gojek memang jancuk masa iya gue mau upgrade akun gojek gue pke ktp kaga bisa mulu. Dengan alasan foto berbeda dengan di kartu id. Lu kira wajah gue yg sekarang sama wajah dulu harus bisa di samain gitu dasar bodoh nih yg analisanya buta/jereng ahk. Wajah dulu sama wajah sekarang tuh beda s...Ulasan Lengkap,negatif
Aplikasi Gojek ngak ada kode promo nya apa ya? Jarang Banget kalo naik Gocar ngak ada promo nya udah mahal ngak ada promo nya!.,negatif
"Aplikasi gojek saat ini parah..setiap saya pesen selalu datang driver yg jauh.kerja saya jadi terlambat..padahal di sekitaran rumah banyak driver..datang lebih cepat , buktinya terlambat",negatif
Aplikasi gojek sy ga bisa digunakan meskipun sdh ganti hp,negatif
aplikasi gojek telah membawa bencana kepada para seluruh driver gojek gojek aplikasi serakah dan bicik terkutuk semoga PT GO-JEK segera di tutup oleh pemerintah,negatif
Aplikasi goreng patut...untung buat pĺanggang dan driver nga ada...GOJEK KÓNTOL,negatif
"Aplikasi ini menyengsarakan Para Mitra Driver-nya, sebaiknya HAPUS aplikasi ini dari device Anda, karena ini merupakan Aplikasi Kolonial!",negatif
Aplikasi ini pantas untuk di uninstall sistem aplikasi ini hanya menguntungkan sebagian driver yang jadi prioritas dari pihak PT Gojek Indonesia,negatif
Aplikasi ini tidak bisa memberikan kebebasan untuk pengguna soal mengganti nomor handphone & riwat transaksi GoPay karena ini Privasi bagi kami. Kami harap upgrade kedepan nya hadir fitur ini.,negatif
Aplikasi ini tidak bisa menerima masukan apa alasan terjadi pembatalan memesan gofood. Di daerah Rancaekek driver meminta untuk dibatalkan dengan alesan yang sesuai. Harap memiliki admin agar keluhan2 tidak berat sebelah. Sekarang saya kasih nilai bintang 1 karena akun saya jadi tidak aktif sementar...Ulasan Lengkap,negatif
Aplikasi ini tidak memberikan faedah terhadap masyarakat. Tarif terlalu mahal. Poin kami banyak yg hilang. Banyak kecurangan.,negatif
APLIKASI JELEK 3 kali daftar pake FB tidak jadi 1 jam tnggu kode lewat sms tidak ada NYESEL DOWNLOAD,negatif
Aplikasi jelek ini klo order dikasih driver yg jauh dari custemer padhal yg deket bnyak. Kadang2 titik penjemputan/titik tujuan gk sesuai dengan map. Tujuan dimana titik nya dimna,negatif
Aplikasi jelek jangan di download cukup org bodoh aja,negatif
"Aplikasi kagak guna IT nya goblok,cs juga goblok ,masak kalau TLP cs jwb nya sytem doang.kalau mau maju pembicaraan di rekam buat kepentingan perusahaan biar tahu kelakuan cs nya.biar kagak nyolot2 kalau terima tlp.semoga ini bisa buat pelajaran Ama gojek. kalau tetap bisa jadi akhir gojek di sini ....Ulasan Lengkap",negatif
"Aplikasi kampret,, di saat mau ngorder login masuk ke akun aplikasi susah benar', aplikasi ta**k",negatif
Aplikasi karya anak bangsa jadi penjajah di negeri sendiri,negatif
"Aplikasi karya anak bangsa saat ini seperti nya sedang mengalami masalah, tapi entah masalahnya. Customer setia seperti saya saat ini sangat kecewa krn aplikasi erorr dan sebagian besar mitranya sangat kecewa dgn kebijakan yg perusahaan terapkan saat ini. Apakah ini pertanda jika kompetitor gr*b sud...Ulasan Lengkap",negatif
Aplikasi karya anak bangsa yg sangat mencekik leher.. Mending pake app luar.. Yg sering mengasih kejutan berupa vhoucher..,negatif
Aplikasi karya anak bangsa yg semakin hari semakin gk jelas dengan peraturan dan sistem orderan utk para mitra nya. GOJEK itu bukan apa apa tanpa kami para driver.jangan cuma mementingkan bisnis sepihak dgn mengorbankan para mitra. Tanpa alasan yg jelas dan klarifikasi ke driver nya tiba tiba akun S...Ulasan Lengkap,negatif
"Aplikasi karya anak bangsa, dimana cuman nyari untung,. Masyarakat Indonesia jadi boneka, gk ada untungnya",negatif
"Aplikasi karya anak bangsa?!Nyatanya lihat di jalanan, banyak anak bangsa yg menunggu dikasih orderan, mereka di jalanan, di trotoar, di bawah pohon agar bisa berteduh, tp ternyata order tidak juga mereka dapatkan.MIRIS..kalian yg duduk manis di meja kantor PTGI, kalian bisa duduk santai, tidak sedi...Ulasan Lengkap",negatif
"Aplikasi karya anak bangsat! Gopay ilang seketika! Gaada yg minta otp/apapun! Kontak email, telpon nihil! Aplikasi busuk!",negatif
Aplikasi karya anak mana? Cuma berbelah pihak sama aplikator & customer Driver cuma dibuat sapi perah Moga para driver diberikan keadilan So bad aplication!!!,negatif
Aplikasi karya anak pungut. Gw mao order tapi engga bisa pilih lokasi tujuan. Perbaiki aplikasi ya. Jangan kerja makan gaji buta.,negatif
"aplikasi karya anak setan , klo miskin ndak usah sok"" bagi vocer cuk, aplikasi grab lbh jelas dan bermanfaat, tutup aja lo sono ,apk driver nyusain driver,apk custom ngk nguntungin custom , klo mau kaya jgn ngejajah bangsa sendiri cuk , bgstttt",negatif
"Aplikasi kecewa bgt aku,dulu suka gojek skrg bnyk mengecewakan. Bagus yg persi lama.persi yg baru kayak jembut monyet.ku hapus aja bikin emosi,lg butuh butuhnya eh aplikasinya bilang tidak merespon",negatif
"Aplikasi KOCAK, niat ngasih voucher apa nggak? Masa ngasih voucher eh tiba"" ilang di ambil lg kan KOCAK",negatif
"Aplikasi kocak, ongkir makanan mahal minta ampun padahal yg d terima driver kecil banget, g sepadan sama resiko d jalan. Dikira driver sapi perah apa yg diperas tenaganya tanpa d kasih imbalan sepadan. Aplikasi karya anak bangsa tai!!!",negatif
Aplikasi komunis yg menyiksa bawahan nya sendiri(driver). Aplikasi anak bangsa cuma tinggal nama. Sekarang nama nya aplikasi komunis,negatif
"Aplikasi kontol , gua pesan dr tadi gak dapet2, padahal saya selalu bayar pakek tunai.",negatif
"Aplikasi kontol minta kode otp aja tanggapannya lama. Lama"" gue pindah ke grab. Ni aplikasi bangsat. Mau daftar ja susah",negatif
Aplikasi KONTOL...... Apaan cok drivernya kontol. Aplikasinya dimatikan semua terus nawarin Penumpang harga 3X lipat. Asu cok!! Udah hujan2 nyari driver gk dapet terus bangsat,negatif
